,log_id,response.timestamp,response.context.conversation_id,request_input,response_text,response_entities,response.output.nodes_visited_s,response_dialog_request_counter,response_dialog_stack,response_dialog_turn_counter,response.top_intent_intent,response.top_intent_confidence,Date,Customer ID (must retain for delete)
0,3467403d-1021-41b1-80df-289154b5a7c3,2021-04-09 01:34:50.889000+00:00,d625fe65-dd69-4928-9b5a-08f027b745b1,prevencao,[],[],['node_3_1616363968497'],1,[{'dialog_node': 'node_3_1616363968497'}],1,prevencao,0.9426623821258546,2021-04-09,
1,6a605ca2-919f-45ec-aae1-3c50082b126b,2021-04-09 01:30:52.183000+00:00,5a73c879-56c3-462b-afd7-004540f00c05,prevencao,[],[],['node_3_1616363968497'],1,[{'dialog_node': 'node_3_1616363968497'}],1,prevencao,0.9426623821258546,2021-04-09,
2,91734306-8b2e-47ae-91b0-648bd174c0a9,2021-04-09 01:25:46.802000+00:00,94e8431c-2a21-481f-8658-318026f3f6bf,,['Olá. Como posso te ajudar?'],[],['Bem-vindo'],1,[{'dialog_node': 'root'}],1,,,2021-04-09,
3,054bf864-bef9-4575-b8a4-52049efc5e23,2021-04-09 01:26:33.065000+00:00,5eec8e8d-b0ac-4adf-a7cf-4be1037d0892,ola,['E ai'],[],['node_2_1616547303432'],1,[{'dialog_node': 'root'}],1,boas_vindas,1.0,2021-04-09,
4,f37390b3-1d3d-496d-9b28-9e1b8bcc6fd4,2021-04-09 02:02:47.253000+00:00,4861249e-22b3-4820-b5c3-223ff4bd654b,ola,['Como vai'],[],['node_2_1616547303432'],1,[{'dialog_node': 'root'}],1,boas_vindas,1.0,2021-04-09,
5,89877479-0650-4753-87e1-059778908220,2021-04-09 02:02:47.226000+00:00,c41223e1-c684-49e2-bf59-595160c31dc9,ola,['Olá'],[],['node_2_1616547303432'],1,[{'dialog_node': 'root'}],1,boas_vindas,1.0,2021-04-09,
6,b15d1da0-3d69-45f0-b03e-3dc9d23f4d9f,2021-04-09 02:02:30.314000+00:00,367236d1-b308-401a-99f1-74b1deae15cc,ola,['Oi'],[],['node_2_1616547303432'],1,[{'dialog_node': 'root'}],1,boas_vindas,1.0,2021-04-09,
7,f01eeaa1-d83f-434f-9905-eff164eb96ef,2021-04-09 02:02:30.918000+00:00,ff6ec144-1d24-465f-8b0b-61b8972b05e6,ola,['Oi'],[],['node_2_1616547303432'],1,[{'dialog_node': 'root'}],1,boas_vindas,1.0,2021-04-09,
8,e8683178-18b9-43c8-a54f-3b2ee0cfb718,2021-04-09 02:02:30.887000+00:00,b34408b0-1875-4734-b52f-b3a876fdfb31,ola,['Como vai'],[],['node_2_1616547303432'],1,[{'dialog_node': 'root'}],1,boas_vindas,1.0,2021-04-09,
9,3af0f820-9704-4885-982a-f2a00a5c100e,2021-04-09 02:02:40.334000+00:00,cf3e57ff-19b9-4fe8-9c00-1de55b51a0e4,ola,['Hallo'],[],['node_2_1616547303432'],1,[{'dialog_node': 'root'}],1,boas_vindas,1.0,2021-04-09,
10,b4c9da39-ae7e-4ced-9c1c-0657e96cb5c3,2021-04-09 02:01:46.344000+00:00,93e9c50e-0fe5-492c-8427-3d42f2d7e5c8,ola,['Olá'],[],['node_2_1616547303432'],1,[{'dialog_node': 'root'}],1,boas_vindas,1.0,2021-04-09,
11,d8ecd2b3-e562-4e23-94bb-93c849de9b47,2021-04-09 02:03:45.525000+00:00,95120f7d-207d-49ac-bc5c-e523fa27278c,ola,['Hallo'],[],['node_2_1616547303432'],1,[{'dialog_node': 'root'}],1,boas_vindas,1.0,2021-04-09,
12,aff0b331-5dea-4f4c-8218-4fdb4137a23c,2021-04-09 02:02:24.233000+00:00,d14f2864-8e36-4f71-8d96-7c4790c5aa50,ola,['Oi'],[],['node_2_1616547303432'],1,[{'dialog_node': 'root'}],1,boas_vindas,1.0,2021-04-09,
13,3dac8874-2733-49bb-93de-3d851b8b1d9b,2021-04-09 02:03:34.716000+00:00,27e4416f-fbc9-4470-9a0d-b34a437685bf,ola,['Hallo'],[],['node_2_1616547303432'],1,[{'dialog_node': 'root'}],1,boas_vindas,1.0,2021-04-09,
14,25637472-23f5-4fab-af76-d47d19da2b16,2021-04-09 02:02:59.861000+00:00,c3b51555-4fdd-484d-b8c2-b255eadb6b2b,ola,['Olá'],[],['node_2_1616547303432'],1,[{'dialog_node': 'root'}],1,boas_vindas,1.0,2021-04-09,
15,14a8b888-0024-4fb7-a9f3-7e0aea3f8de2,2021-04-09 02:03:24.039000+00:00,fc4ea762-a9db-4840-bc41-d0c229823c7a,ola,['Olá'],[],['node_2_1616547303432'],1,[{'dialog_node': 'root'}],1,boas_vindas,1.0,2021-04-09,
16,013d969e-b0f3-4e3b-9b52-9113c11fa55b,2021-04-09 02:06:43.620000+00:00,5c89abb9-9caa-413d-85c6-ab2f2c51fbaa,ola,['Oi'],[],['node_2_1616547303432'],1,[{'dialog_node': 'root'}],1,boas_vindas,1.0,2021-04-09,
17,e5924807-54c3-462a-b2ac-72c1efe982d4,2021-04-09 02:05:46.943000+00:00,9397f8d6-353b-47d0-bb9d-606c6d3d94b1,ola,['Olá'],[],['node_2_1616547303432'],1,[{'dialog_node': 'root'}],1,boas_vindas,1.0,2021-04-09,
18,7c2ba2a6-3932-463b-99fe-570a4d33789c,2021-04-09 02:05:03.376000+00:00,b9b7e8fe-dff2-421d-9c63-a9e64329a5e2,ola,['Oi'],[],['node_2_1616547303432'],1,[{'dialog_node': 'root'}],1,boas_vindas,1.0,2021-04-09,
19,56c4ce67-5a06-44a0-ab7e-abe4c915233d,2021-04-09 02:05:03.418000+00:00,cbd0dc3d-e1a3-4df3-a7e2-120b87f7d23a,ola,['Olá'],[],['node_2_1616547303432'],1,[{'dialog_node': 'root'}],1,boas_vindas,1.0,2021-04-09,
20,87b6ccb9-11de-4b16-9fd4-7dec3e0fcba0,2021-04-09 02:05:02.774000+00:00,af5be97e-71c3-44c4-b3fb-fd485d50f8c9,ola,['Como vai'],[],['node_2_1616547303432'],1,[{'dialog_node': 'root'}],1,boas_vindas,1.0,2021-04-09,
21,bfe1e76c-78b5-4710-be1b-146cf914b0ed,2021-04-09 02:05:28.402000+00:00,dc0b7a1d-02bd-43e8-b30a-b1321e3b8010,ola,['E ai'],[],['node_2_1616547303432'],1,[{'dialog_node': 'root'}],1,boas_vindas,1.0,2021-04-09,
22,c514816c-73af-447d-b472-c358524f297d,2021-04-09 02:02:47.231000+00:00,e5aee8fd-a7b1-40fa-aaa2-a904d650be2c,ola,['Olá'],[],['node_2_1616547303432'],1,[{'dialog_node': 'root'}],1,boas_vindas,1.0,2021-04-09,
23,5e310cb6-27a0-40cb-86e8-c2f3754547ce,2021-04-09 02:02:46.754000+00:00,f9131024-8193-4f20-b48a-480d21c36290,ola,['E ai'],[],['node_2_1616547303432'],1,[{'dialog_node': 'root'}],1,boas_vindas,1.0,2021-04-09,
24,7c0f2554-a7de-4515-9646-ab6f9913bad4,2021-04-09 02:02:47.570000+00:00,dadb074f-102e-4749-9bbb-65e732bf61dc,ola,['Olá'],[],['node_2_1616547303432'],1,[{'dialog_node': 'root'}],1,boas_vindas,1.0,2021-04-09,
25,ae3174d8-2f69-4828-956a-8ab547c9af12,2021-04-09 02:02:48.244000+00:00,b4be0958-3d25-48cd-beef-a330cbc75696,ola,['E ai'],[],['node_2_1616547303432'],1,[{'dialog_node': 'root'}],1,boas_vindas,1.0,2021-04-09,
26,ae0d5183-0dbe-4555-a3c2-308d4e03cd7f,2021-04-09 02:11:21.561000+00:00,f28a247f-c982-4bfd-a508-0c684413bad0,como vai?,['Como vai'],[],['node_2_1616547303432'],4,[{'dialog_node': 'root'}],4,boas_vindas,1.0,2021-04-09,
27,f4a2b357-f5e4-4ca2-8355-1bb0eadba640,2021-04-09 02:11:26.546000+00:00,f28a247f-c982-4bfd-a508-0c684413bad0,prevencao,[],[],['node_3_1616363968497'],5,[{'dialog_node': 'node_3_1616363968497'}],5,prevencao,0.9426623821258546,2021-04-09,
28,3001d295-f2dd-4d49-8225-cfd8dde6c6d7,2021-04-09 02:11:45.374000+00:00,f28a247f-c982-4bfd-a508-0c684413bad0,prevencao,[],[],['node_3_1616363968497'],6,[{'dialog_node': 'node_3_1616363968497'}],6,prevencao,0.9426623821258546,2021-04-09,
29,a71ca2d4-42a8-4661-b116-27a4286006ea,2021-04-09 02:10:34.215000+00:00,f28a247f-c982-4bfd-a508-0c684413bad0,como vai?,['Hallo'],[],['node_2_1616547303432'],2,[{'dialog_node': 'root'}],2,boas_vindas,1.0,2021-04-09,
30,f1e74979-311b-40c1-87a5-fa08d54911c5,2021-04-09 02:10:20.015000+00:00,f28a247f-c982-4bfd-a508-0c684413bad0,ola,['Olá'],[],['node_2_1616547303432'],1,[{'dialog_node': 'root'}],1,boas_vindas,1.0,2021-04-09,
31,014b1d35-a536-4aa2-85b4-73f60469ca82,2021-04-09 02:15:58.833000+00:00,1618987a-9e0e-405e-8512-2b830a6bda45,prevencao,[],[],['node_3_1616363968497'],1,[{'dialog_node': 'node_3_1616363968497'}],1,prevencao,0.9426623821258546,2021-04-09,
32,622d96dd-b9c2-4225-accc-74d2e07f0275,2021-04-09 02:17:10.529000+00:00,60669bc7-aeca-431a-b27e-46d8d79a7392,prevencao,[],[],['node_3_1616363968497'],1,[{'dialog_node': 'node_3_1616363968497'}],1,prevencao,0.9426623821258546,2021-04-09,
33,b525015d-0745-41ab-951c-8fab4b391a10,2021-04-09 02:11:16.402000+00:00,f28a247f-c982-4bfd-a508-0c684413bad0,olá,['E ai'],[],['node_2_1616547303432'],3,[{'dialog_node': 'root'}],3,boas_vindas,1.0,2021-04-09,
34,994c48be-bbfb-4afa-9eb9-a4e7637c9c56,2021-04-09 02:20:08.789000+00:00,60669bc7-aeca-431a-b27e-46d8d79a7392,prevencao,[],[],['node_3_1616363968497'],4,[{'dialog_node': 'node_3_1616363968497'}],4,prevencao,0.9426623821258546,2021-04-09,
35,3ed89cad-326f-47b8-89b1-73fb9df1c304,2021-04-09 02:19:26.644000+00:00,60669bc7-aeca-431a-b27e-46d8d79a7392,olá,['Olá'],[],['node_2_1616547303432'],3,[{'dialog_node': 'root'}],3,boas_vindas,1.0,2021-04-09,
36,c68ca1b3-2e73-4b64-9519-0353233a900e,2021-04-09 02:33:58.327000+00:00,49ddcdbf-db43-46bb-9ef3-ad0ca2c9847e,o que é a covid?,['A COVID 19 é nome da doença causada pelo coronavirus (SARS-Cov2). Esse vírus foi primeiramente identificado na China em 2019 e que depois se espalhou pelo mundo'],[],['node_8_1616353002462'],1,[{'dialog_node': 'root'}],1,info,0.8803300380706787,2021-04-09,
37,81432024-f9b4-4aa6-9641-b03faf2e5fbd,2021-04-09 02:18:58.813000+00:00,60669bc7-aeca-431a-b27e-46d8d79a7392,prevencao,[],[],['node_3_1616363968497'],2,[{'dialog_node': 'node_3_1616363968497'}],2,prevencao,0.9426623821258546,2021-04-09,
38,caa58c98-f1df-47f6-b3ca-4a9cd71631e4,2021-04-09 02:31:42.673000+00:00,432b03c1-1720-47a6-b23d-63df9864208e,ola,['Olá'],[],['node_2_1616547303432'],1,[{'dialog_node': 'root'}],1,boas_vindas,1.0,2021-04-09,
39,d5305d64-ae45-4d11-80c8-2500f6e3cd63,2021-04-09 02:28:52.511000+00:00,53da7ee3-9a9a-4de3-bae3-672f2671d4e6,Olá,['Oi'],[],['node_2_1616547303432'],1,[{'dialog_node': 'root'}],1,boas_vindas,1.0,2021-04-09,
40,38087ea9-5c0d-4d7f-99bf-4bcc14a13c91,2021-04-09 02:28:56.283000+00:00,53da7ee3-9a9a-4de3-bae3-672f2671d4e6,Qual a melhor prevenção?,[],[],['node_3_1616363968497'],2,[{'dialog_node': 'node_3_1616363968497'}],2,prevencao,0.9263187885284425,2021-04-09,
41,1a69f299-c242-42c9-b830-84dc6bfb909c,2021-04-13 23:56:51.669000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,Não me referia ao fato dos testes mas sim sobre a doença,['Eu não entendi. Você pode tentar reformular a frase.'],"[{'entity': 'nao', 'location': [0, 3], 'value': 'não', 'confidence': 1}, {'entity': 'sim', 'location': [38, 41], 'value': 'Sim', 'confidence': 1}]",['Em outros casos'],3,[{'dialog_node': 'root'}],3,,,2021-04-13,
42,3f4a48fd-adc1-4dc2-b222-0209a5a41518,2021-04-13 23:57:46.118000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,"belza e as máscaras, como elas ajudam",[],[],"['node_10_1617412484601', 'node_5_1617409434211']",7,[{'dialog_node': 'node_5_1617409434211'}],7,mascaras,0.9393095016479494,2021-04-13,
43,c6d619af-e15a-4a72-a848-ade3f421994d,2021-04-13 23:57:25.962000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,me fale mais sobre distanciamento social,"['O vírus pode ser transmitindo por outras formas além do ar, como contato com pessoas ou superfícies infectadas. Manter uma distância mínima entre as pessoas ajuda a diminuir a possibilidade de pegar o vírus, isso se as outras formas de prevenção forem seguidas juntas.']","[{'entity': 'prevencao', 'location': [19, 40], 'value': 'distanciamento social', 'confidence': 1}]",['node_6_1617409377648'],6,[{'dialog_node': 'root'}],6,distanciamento,0.9614357471466064,2021-04-13,
44,62503ec2-ca15-4f12-9993-133806214fe3,2021-04-13 23:56:28.239000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,gostaria de saber sobre a covid,"['Para saber se você realmente possui a doença é necessário fazer um teste. Existem duas opções o teste rápido, que não é muito confiável e o teste PCR, que é mais caro, mas identifica a presença do vírus.']",[],['node_3_1616366882857'],2,[{'dialog_node': 'root'}],2,testes,0.769367551803589,2021-04-13,
45,dd4c1be6-e8c3-46d8-ae41-1fb040dbe741,2021-04-13 23:57:14.214000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,"certo, como eu me protejo dela?",[],[],['node_3_1616363968497'],5,[{'dialog_node': 'node_3_1616363968497'}],5,prevencao,0.9424844264984131,2021-04-13,
46,b94488d7-d375-4e05-b27e-5d5db88d24da,2021-04-13 23:58:20.933000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,"massa, e como está a situação do Brasil?","['Segundo as últimas informações que eu tenho do Johns Hopkins CSSE, no Brasil a situação está assim: \nTotal de casos: 13482023\nTotal de Recuperados: 11878958\nTotal de Mortes: 353137\nNovas Mortes: 1803\n\n(Os dados podem estar um pouco defazados em relação aos anúncios oficiais do pais)']",[],"['node_9_1616460617618', 'response_5_1617152422419']",9,[{'dialog_node': 'root'}],9,situacao_brasil,0.9733274936676026,2021-04-13,
47,42d6f602-90e8-4c4e-869c-9b95f46974a1,2021-04-13 23:59:23.763000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,só isso?,['Olá'],[],['node_2_1616547303432'],14,[{'dialog_node': 'root'}],14,boas_vindas,0.47142012119293214,2021-04-13,
48,73972ce9-d34b-4a29-9846-42c80347ce41,2021-04-13 23:58:59.642000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,"certo, mas você tem dados de outros paises?",['Sou um robô cujo objetivo é falar sobre a COVID-19'],[],['node_3_1616353021332'],11,[{'dialog_node': 'root'}],11,smalltalk_bot,0.8495859622955322,2021-04-13,
49,18462838-71bc-417c-84d1-62bc1a644911,2021-04-13 23:59:08.378000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,acho que não,['Você pode reformular sua afirmação? Eu não estou entendendo.'],"[{'entity': 'nao', 'location': [9, 12], 'value': 'não', 'confidence': 1}]",['Em outros casos'],12,[{'dialog_node': 'root'}],12,,,2021-04-13,
50,b860b916-fb06-49b1-b455-e139820ec748,2021-04-13 23:59:40.020000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,não que saber disso,['Eu não entendi o sentido.'],"[{'entity': 'nao', 'location': [0, 3], 'value': 'não', 'confidence': 1}]",['Em outros casos'],16,[{'dialog_node': 'root'}],16,,,2021-04-13,
51,412cdddd-03e0-4123-9a7a-837803e74c8d,2021-04-13 23:59:32.906000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,oi para você tmb,['Sou um robô cujo objetivo é falar sobre a COVID-19'],[],['node_3_1616353021332'],15,[{'dialog_node': 'root'}],15,smalltalk_bot,0.8470685482025146,2021-04-13,
52,d19370b2-664c-4a30-a0d3-143751b2423c,2021-04-13 23:59:45.217000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,como es cura a covid,"['Até o presente momento no Brasil só existe um medicamento aprovado para ser usado no tratamento da doença o Remdesivir, mas ele é para uso hospitalar e tem certas restrições. Em caso de qualquer sintoma o melhor a fazer é procurar um médico e pedir orientações. Você não deve tentar se medicar sozinho, pois isto pode complicar a sua situação.']",[],['node_1_1616367130031'],17,[{'dialog_node': 'node_1_1616367130031'}],17,tratamentos,0.7111726760864259,2021-04-13,
53,4cd886fe-4b83-4f6c-8de4-993f723b927e,2021-04-13 23:59:17.455000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,O que mais você faz?,['Eu sou um chatbot cujo o único objetivo de vida é falar sobre a COVID-19 e ajudar as pessoas a entenderem sobre esta doença.'],[],['node_3_1616353021332'],13,[{'dialog_node': 'root'}],13,smalltalk_bot,0.9294093608856202,2021-04-13,
54,ba2b6029-a169-4e3c-b63b-f46851ef016c,2021-04-13 23:58:06.072000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,"interessante, me fala da pff2","['São as máscaras que mais protegem e indicadas para profissionais de saúde, ou quem está em ambientes com risco mais elevado. Seus preços são variados e a denominação pode ser tanto PPF2 ou N95, cada pais usa um termo diferente. Máscaras KN95 seriam as equivalentes chinesas, mas não possuem uma padronização na produção então não são tão confiáveis quanto as N95 ou PPF2. Esse tipo de máscara tem um poder de filtragem de 95% e deve-se preferir os modelos sem válvulas, pois elas não filtram o ar que sai. Elas podem ser usadas por mais tempo que os outros tipos de máscaras. Para mais informações e saber onde você pode comprar esse tipo acesse: https://www.pffparatodos.com/.']","[{'entity': 'mascara', 'location': [25, 29], 'value': 'pff2', 'confidence': 1}]",['node_8_1617063506774'],8,[{'dialog_node': 'root'}],8,info,0.45296335220336914,2021-04-13,
55,30d1a40d-e72b-4029-b25b-702be9ab8197,2021-04-13 23:57:02.513000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,o que é covid,['A COVID 19 é nome da doença causada pelo coronavirus (SARS-Cov2). Esse vírus foi primeiramente identificado na China em 2019 e que depois se espalhou pelo mundo'],[],['node_8_1616353002462'],4,[{'dialog_node': 'root'}],4,info,1.0,2021-04-13,
56,bbf10bb4-a251-4248-9d14-f42e7f8e855e,2021-04-13 23:56:19.535000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,Ola,['Hallo'],[],['node_2_1616547303432'],1,[{'dialog_node': 'root'}],1,boas_vindas,1.0,2021-04-13,
57,1e915642-92b7-4f71-b80c-bea414c00d88,2021-04-13 23:58:43.050000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,você tem dados de outros paisses?,['Fui programado para falar sobre COVID-19. É para isto que eu existo'],[],['node_3_1616353021332'],10,[{'dialog_node': 'root'}],10,smalltalk_bot,0.8660053730010986,2021-04-13,
58,5d09b9fe-fe7c-4725-884b-1af84ad1e300,2021-04-14 00:06:48.030000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,me fale mais,['A COVID 19 é nome da doença causada pelo coronavirus (SARS-Cov2). Esse vírus foi primeiramente identificado na China em 2019 e que depois se espalhou pelo mundo'],[],['node_8_1616353002462'],23,[{'dialog_node': 'root'}],23,info,0.9113996028900146,2021-04-14,
59,18ef2a33-c5ba-48db-99f0-1ae273a2fe18,2021-04-14 00:07:15.061000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,e nem era,['A COVID 19 é nome da doença causada pelo coronavirus (SARS-Cov2). Esse vírus foi primeiramente identificado na China em 2019 e que depois se espalhou pelo mundo'],[],['node_8_1616353002462'],27,[{'dialog_node': 'root'}],27,info,0.4844926595687866,2021-04-14,
60,246156b8-7709-4336-80a4-ba30b370ce3a,2021-04-14 00:07:02.428000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,"não estou afim, me fale outra coisa",['A doença COVID 19 é provocada pelo coronavirus (SARS-CoV2). Essa doença foi primeiramente identificada na cidade de Wuhan na China em 2019 e depois ela se espalhou para outros países.'],"[{'entity': 'nao', 'location': [0, 3], 'value': 'não', 'confidence': 1}]",['node_8_1616353002462'],25,[{'dialog_node': 'root'}],25,info,0.30293146439045987,2021-04-14,
61,05771e0b-cc66-49bd-b967-93843b0bc743,2021-04-14 00:06:43.008000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,o que você quer dizer?,['Eu sou um chatbot cujo o único objetivo de vida é falar sobre a COVID-19 e ajudar as pessoas a entenderem sobre esta doença.'],[],['node_3_1616353021332'],22,[{'dialog_node': 'root'}],22,smalltalk_bot,0.9411623001098632,2021-04-14,
62,2f2e4ec1-44f0-4403-b8e7-38f414f899e4,2021-04-14 00:07:51.829000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,deu pra perceber,['Como vai'],[],['node_2_1616547303432'],31,[{'dialog_node': 'root'}],31,boas_vindas,0.401374888420105,2021-04-14,
63,df5f22df-286b-468a-bf30-04a16f0e3b81,2021-04-14 00:07:31.591000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,sim isso eu já sei,[],"[{'entity': 'sim', 'location': [0, 3], 'value': 'Sim', 'confidence': 1}]",['node_3_1616363968497'],29,[{'dialog_node': 'node_3_1616363968497'}],29,prevencao,0.47955529689788823,2021-04-14,
64,6f78ac9b-cd08-41aa-aae1-66a9c6677483,2021-04-14 00:07:43.914000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,eu não perguntei isso,['Eu não entendi. Você pode tentar reformular a frase.'],"[{'entity': 'nao', 'location': [3, 6], 'value': 'não', 'confidence': 1}]",['Em outros casos'],30,[{'dialog_node': 'root'}],30,,,2021-04-14,
65,9c6067ec-b29b-4923-a9f5-ebc4f2f7f854,2021-04-14 00:02:41.200000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,"Mas que absisurdo é esse, me falaram que funcionava",['A doença COVID 19 é provocada pelo coronavirus (SARS-CoV2). Essa doença foi primeiramente identificada na cidade de Wuhan na China em 2019 e depois ela se espalhou para outros países.'],[],['node_8_1616353002462'],19,[{'dialog_node': 'root'}],19,info,0.8934342384338378,2021-04-14,
66,e8cbb687-fb70-4c90-b8ff-f01f0e46c427,2021-04-14 00:02:48.338000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,ein?,['Eu não entendi. Você pode tentar reformular a frase.'],[],['Em outros casos'],20,[{'dialog_node': 'root'}],20,,,2021-04-14,
67,3abdb5bb-7014-4d57-8d67-91e0368e6f07,2021-04-14 00:02:51.540000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,como?,['Oi'],[],['node_2_1616547303432'],21,[{'dialog_node': 'root'}],21,boas_vindas,0.4909425735473633,2021-04-14,
68,9a7bd9b4-17cf-46f1-af64-8c9fa8a7dbf9,2021-04-14 00:00:04.660000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,mas me falaram que a cloroquina cura tudo,"['Tratamento precoce, profilaxia ou kit covid se refere a um conjunto de medicamentos que foram testados no inicio da pandemia com o objetivo de tratar ou diminuir o número de internações. Alguns estudos mostraram que os medicamentos tinham alguma eficácia enquanto outros mostraram que essa eficácia não existia. Atualmente consenso de diversas entidades de saúde e até pela OMS é que o uso de tais remédios não é eficaz contra a COVID e seu uso pra tal fim não é recomendado.']","[{'entity': 'tratamento_precoce', 'location': [21, 31], 'value': 'tratamento precoce', 'confidence': 1}]",['node_7_1617410441006'],18,[{'dialog_node': 'root'}],18,tratamento_precoce,0.9256021976470947,2021-04-14,
69,975a7027-fb5c-4b04-a05c-67308b75fe24,2021-04-14 00:07:10.080000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,não fique se repetindo,['Eu não entendi o sentido.'],"[{'entity': 'nao', 'location': [0, 3], 'value': 'não', 'confidence': 1}]",['Em outros casos'],26,[{'dialog_node': 'root'}],26,,,2021-04-14,
70,4fac4ed4-041d-41e6-bf97-5e46b6c593db,2021-04-14 00:06:54.353000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,lg,['Você pode reformular sua afirmação? Eu não estou entendendo.'],[],['Em outros casos'],24,[{'dialog_node': 'root'}],24,,,2021-04-14,
71,ac4aaee9-2031-4feb-8078-40d59bc19eb7,2021-04-14 00:07:24.009000+00:00,51442658-3a45-44d1-9e14-72050cf77c51,vocÊ só está se repetindo,['Fui programado para falar sobre COVID-19. É para isto que eu existo'],[],['node_3_1616353021332'],28,[{'dialog_node': 'root'}],28,smalltalk_bot,0.9437038421630859,2021-04-14,
